Date,Vegetable_Name,Season,Daily_Arrival_MT,Estimated_Sales_MT,Wholesale_Price_Rs_kg,Supply_Status
2018-08-09,Cabbage,Yala,103.76,77.82,77.1,Stable
2018-08-10,Cabbage,Yala,100.69,75.52,79.45,Stable
2018-08-11,Cabbage,Yala,112.58,84.44,71.06,Stable
2018-08-12,Cabbage,Yala,113.9,85.43,70.24,Stable
2018-08-13,Cabbage,Yala,98.24,73.68,81.43,Stable
2018-08-14,Cabbage,Yala,116.94,87.7,68.41,Stable
2018-08-15,Cabbage,Yala,116.81,87.61,68.49,Stable
2018-08-16,Cabbage,Yala,108.27,81.2,73.89,Stable
2018-08-17,Cabbage,Yala,97.38,73.04,82.15,Stable
2018-08-18,Cabbage,Yala,108.06,81.04,74.03,Stable
2018-08-19,Cabbage,Yala,111.56,83.67,71.71,Stable
2018-08-20,Cabbage,Yala,105.62,79.22,75.74,Stable
2018-08-21,Cabbage,Yala,97.23,72.92,82.28,Stable
2018-08-22,Cabbage,Yala,109.5,82.12,73.06,Stable
2018-08-23,Cabbage,Yala,117.46,88.1,68.11,Stable
2018-08-24,Cabbage,Yala,110.41,82.81,72.46,Stable
2018-08-25,Cabbage,Yala,99.51,74.63,80.39,Stable
2018-08-26,Cabbage,Yala,114.51,85.88,69.86,Stable
2018-08-27,Cabbage,Yala,108.39,81.29,73.81,Stable
2018-08-28,Cabbage,Yala,102.46,76.84,78.08,Stable
2018-08-29,Cabbage,Yala,97.32,72.99,82.2,Stable
2018-08-30,Cabbage,Yala,115.87,86.9,69.04,Stable
2018-08-31,Cabbage,Yala,107.92,80.94,74.13,Stable
2018-09-01,Cabbage,Off-season,37.2,27.9,107.54,Low
2018-09-02,Cabbage,Off-season,38.55,28.91,103.77,Low
2018-09-03,Cabbage,Off-season,38.45,28.84,104.03,Low
2018-09-04,Cabbage,Off-season,35.6,26.7,112.37,Low
2018-09-05,Cabbage,Off-season,33.67,25.25,118.81,Low
2018-09-06,Cabbage,Off-season,33.33,25.0,120.01,Low
2018-09-07,Cabbage,Off-season,32.85,24.64,121.77,Low
2018-09-08,Cabbage,Off-season,39.25,29.44,101.9,Low
2018-09-09,Cabbage,Off-season,37.76,28.32,105.94,Low
2018-09-10,Cabbage,Off-season,32.37,24.28,123.57,Low
2018-09-11,Cabbage,Off-season,33.71,25.28,118.67,Low
2018-09-12,Cabbage,Off-season,38.66,28.99,103.46,Low
2018-09-13,Cabbage,Off-season,33.18,24.88,120.54,Low
2018-09-14,Cabbage,Off-season,38.98,29.24,102.61,Low
2018-09-15,Cabbage,Off-season,33.5,25.12,119.39,Low
2018-09-16,Cabbage,Off-season,37.2,27.9,107.54,Low
2018-09-17,Cabbage,Off-season,36.34,27.26,110.08,Low
2018-09-18,Cabbage,Off-season,38.68,29.01,103.41,Low
2018-09-19,Cabbage,Off-season,38.06,28.54,105.1,Low
2018-09-20,Cabbage,Off-season,36.81,27.61,108.68,Low
2018-09-21,Cabbage,Off-season,35.06,26.3,114.1,Low
2018-09-22,Cabbage,Off-season,35.48,26.61,112.73,Low
2018-09-23,Cabbage,Off-season,36.85,27.64,108.56,Low
2018-09-24,Cabbage,Off-season,37.67,28.25,106.19,Low
2018-09-25,Cabbage,Off-season,37.92,28.44,105.48,Low
2018-09-26,Cabbage,Off-season,35.77,26.83,111.81,Low
2018-09-27,Cabbage,Off-season,34.64,25.98,115.49,Low
2018-09-28,Cabbage,Off-season,39.27,29.45,101.86,Low
2018-09-29,Cabbage,Off-season,37.57,28.18,106.48,Low
2018-09-30,Cabbage,Off-season,36.12,27.09,110.73,Low
2018-10-01,Cabbage,Maha,147.6,110.7,81.3,Stable
2018-10-02,Cabbage,Maha,152.91,114.68,78.48,Stable
2018-10-03,Cabbage,Maha,157.71,118.28,76.09,Stable
2018-10-04,Cabbage,Maha,152.25,114.19,78.82,Stable
2018-10-05,Cabbage,Maha,170.33,127.75,70.45,High
2018-10-06,Cabbage,Maha,163.67,122.75,73.32,Stable
2018-10-07,Cabbage,Maha,150.94,113.2,79.5,Stable
2018-10-08,Cabbage,Maha,171.33,128.5,70.04,High
2018-10-09,Cabbage,Maha,151.5,113.62,79.21,Stable
2018-10-10,Cabbage,Maha,166.71,125.03,71.98,Stable
2018-10-11,Cabbage,Maha,153.71,115.28,78.07,Stable
2018-10-12,Cabbage,Maha,159.57,119.68,75.2,Stable
2018-10-13,Cabbage,Maha,171.28,128.46,70.06,High
2018-10-14,Cabbage,Maha,153.37,115.03,78.24,Stable
2018-10-15,Cabbage,Maha,147.55,110.66,81.33,Stable
2018-10-16,Cabbage,Maha,147.78,110.84,81.2,Stable
2018-10-17,Cabbage,Maha,165.31,123.98,72.59,Stable
2018-10-18,Cabbage,Maha,146.47,109.85,81.93,Stable
2018-10-19,Cabbage,Maha,147.17,110.38,81.54,Stable
2018-10-20,Cabbage,Maha,170.89,128.17,70.22,High
2018-10-21,Cabbage,Maha,161.01,120.76,74.53,Stable
2018-10-22,Cabbage,Maha,176.47,132.35,68.0,High
2018-10-23,Cabbage,Maha,156.76,117.57,76.55,Stable
2018-10-24,Cabbage,Maha,161.33,121.0,74.38,Stable
2018-10-25,Cabbage,Maha,146.32,109.74,82.01,Stable
2018-10-26,Cabbage,Maha,150.43,112.82,79.77,Stable
2018-10-27,Cabbage,Maha,157.85,118.39,76.02,Stable
2018-10-28,Cabbage,Maha,166.81,125.11,71.94,Stable
2018-10-29,Cabbage,Maha,148.92,111.69,80.58,Stable
2018-10-30,Cabbage,Maha,153.02,114.77,78.42,Stable
2018-10-31,Cabbage,Maha,168.33,126.25,71.29,High
2018-11-01,Cabbage,Maha,147.11,110.33,81.57,Stable
2018-11-02,Cabbage,Maha,161.01,120.76,74.53,Stable
2018-11-03,Cabbage,Maha,168.68,126.51,71.14,High
2018-11-04,Cabbage,Maha,154.76,116.07,77.54,Stable
2018-11-05,Cabbage,Maha,147.62,110.72,81.29,Stable
2018-11-06,Cabbage,Maha,172.51,129.38,69.56,High
2018-11-07,Cabbage,Maha,149.51,112.13,80.26,Stable
2018-11-08,Cabbage,Maha,147.0,110.25,81.63,Stable
2018-11-09,Cabbage,Maha,162.45,121.84,73.87,Stable
2018-11-10,Cabbage,Maha,170.92,128.19,70.21,High
2018-11-11,Cabbage,Maha,169.3,126.98,70.88,High
2018-11-12,Cabbage,Maha,147.0,110.25,81.63,Stable
2018-11-13,Cabbage,Maha,161.75,121.31,74.19,Stable
2018-11-14,Cabbage,Maha,149.96,112.47,80.02,Stable
2018-11-15,Cabbage,Maha,151.36,113.52,79.28,Stable
2018-11-16,Cabbage,Maha,173.66,130.24,69.1,High
2018-11-17,Cabbage,Maha,167.64,125.73,71.58,Stable
2018-11-18,Cabbage,Maha,163.62,122.72,73.34,Stable
2018-11-19,Cabbage,Maha,164.02,123.02,73.16,Stable
2018-11-20,Cabbage,Maha,150.45,112.84,79.76,Stable
2018-11-21,Cabbage,Maha,174.93,131.2,68.6,High
2018-11-22,Cabbage,Maha,151.52,113.64,79.2,Stable
2018-11-23,Cabbage,Maha,150.43,112.82,79.77,Stable
2018-11-24,Cabbage,Maha,159.79,119.84,75.1,Stable
2018-11-25,Cabbage,Maha,168.02,126.02,71.42,High
2018-11-26,Cabbage,Maha,152.42,114.32,78.73,Stable
2018-11-27,Cabbage,Maha,149.63,112.22,80.2,Stable
2018-11-28,Cabbage,Maha,150.19,112.64,79.9,Stable
2018-11-29,Cabbage,Maha,166.67,125.0,72.0,Stable
2018-11-30,Cabbage,Maha,158.56,118.92,75.68,Stable
2018-12-01,Cabbage,Maha,153.69,115.27,78.08,Stable
2018-12-02,Cabbage,Maha,172.39,129.29,69.61,High
2018-12-03,Cabbage,Maha,147.44,110.58,81.39,Stable
2018-12-04,Cabbage,Maha,176.6,132.45,67.95,High
2018-12-05,Cabbage,Maha,163.04,122.28,73.6,Stable
2018-12-06,Cabbage,Maha,164.02,123.02,73.16,Stable
2018-12-07,Cabbage,Maha,173.94,130.45,68.99,High
2018-12-08,Cabbage,Maha,151.06,113.3,79.44,Stable
2018-12-09,Cabbage,Maha,166.97,125.23,71.87,Stable
2018-12-10,Cabbage,Maha,148.96,111.72,80.56,Stable
2018-12-11,Cabbage,Maha,150.24,112.68,79.87,Stable
2018-12-12,Cabbage,Maha,148.68,111.51,80.71,Stable
2018-12-13,Cabbage,Maha,154.5,115.88,77.67,Stable
2018-12-14,Cabbage,Maha,163.76,122.82,73.28,Stable
2018-12-15,Cabbage,Maha,155.88,116.91,76.98,Stable
2018-12-16,Cabbage,Maha,147.8,110.85,81.19,Stable
2018-12-17,Cabbage,Maha,150.32,112.74,79.83,Stable
2018-12-18,Cabbage,Maha,161.36,121.02,74.37,Stable
2018-12-19,Cabbage,Maha,175.34,131.5,68.44,High
2018-12-20,Cabbage,Maha,150.17,112.63,79.91,Stable
2018-12-21,Cabbage,Maha,169.64,127.23,70.74,High
2018-12-22,Cabbage,Maha,177.46,133.1,67.62,High
2018-12-23,Cabbage,Maha,150.04,112.53,79.98,Stable
2018-12-24,Cabbage,Maha,161.55,121.16,74.28,Stable
2018-12-25,Cabbage,Maha,162.38,121.78,73.9,Stable
2018-12-26,Cabbage,Maha,169.61,127.21,70.75,High
2018-12-27,Cabbage,Maha,165.49,124.12,72.51,Stable
2018-12-28,Cabbage,Maha,147.37,110.53,81.43,Stable
2018-12-29,Cabbage,Maha,172.59,129.44,69.53,High
2018-12-30,Cabbage,Maha,171.65,128.74,69.91,High
2018-12-31,Cabbage,Maha,147.24,110.43,81.5,Stable
2019-01-01,Cabbage,Maha,158.71,119.03,75.61,Stable
2019-01-02,Cabbage,Maha,169.16,126.87,70.94,High
2019-01-03,Cabbage,Maha,169.09,126.82,70.97,High
2019-01-04,Cabbage,Maha,164.68,123.51,72.87,Stable
2019-01-05,Cabbage,Maha,163.87,122.9,73.23,Stable
2019-01-06,Cabbage,Maha,168.14,126.1,71.37,High
2019-01-07,Cabbage,Maha,164.88,123.66,72.78,Stable
2019-01-08,Cabbage,Maha,165.06,123.8,72.7,Stable
2019-01-09,Cabbage,Maha,167.15,125.36,71.79,Stable
2019-01-10,Cabbage,Maha,165.4,124.05,72.55,Stable
2019-01-11,Cabbage,Maha,161.73,121.3,74.2,Stable
2019-01-12,Cabbage,Maha,147.02,110.27,81.62,Stable
2019-01-13,Cabbage,Maha,157.01,117.76,76.43,Stable
2019-01-14,Cabbage,Maha,160.0,120.0,75.0,Stable
2019-01-15,Cabbage,Maha,154.8,116.1,77.52,Stable
2019-01-16,Cabbage,Maha,152.13,114.1,78.88,Stable
2019-01-17,Cabbage,Maha,146.9,110.18,81.69,Stable
2019-01-18,Cabbage,Maha,175.57,131.68,68.35,High
2019-01-19,Cabbage,Maha,156.25,117.19,76.8,Stable
2019-01-20,Cabbage,Maha,163.0,122.25,73.62,Stable
2019-01-21,Cabbage,Maha,163.73,122.8,73.29,Stable
2019-01-22,Cabbage,Maha,167.25,125.44,71.75,Stable
2019-01-23,Cabbage,Maha,152.71,114.53,78.58,Stable
2019-01-24,Cabbage,Maha,149.05,111.79,80.51,Stable
2019-01-25,Cabbage,Maha,146.06,109.54,82.16,Stable
2019-01-26,Cabbage,Maha,153.45,115.09,78.2,Stable
2019-01-27,Cabbage,Maha,177.94,133.45,67.44,High
2019-01-28,Cabbage,Maha,177.44,133.08,67.63,High
2019-01-29,Cabbage,Maha,168.61,126.46,71.17,High
2019-01-30,Cabbage,Maha,161.9,121.43,74.12,Stable
2019-01-31,Cabbage,Maha,148.39,111.29,80.87,Stable
2019-02-01,Cabbage,Maha,165.02,123.77,72.72,Stable
2019-02-02,Cabbage,Maha,150.53,112.9,79.72,Stable
2019-02-03,Cabbage,Maha,149.46,112.1,80.29,Stable
2019-02-04,Cabbage,Maha,166.23,124.67,72.19,Stable
2019-02-05,Cabbage,Maha,146.72,110.04,81.79,Stable
2019-02-06,Cabbage,Maha,168.78,126.58,71.1,High
2019-02-07,Cabbage,Maha,168.82,126.62,71.08,High
2019-02-08,Cabbage,Maha,151.31,113.48,79.31,Stable
2019-02-09,Cabbage,Maha,149.07,111.8,80.5,Stable
2019-02-10,Cabbage,Maha,147.84,110.88,81.17,Stable
2019-02-11,Cabbage,Maha,146.56,109.92,81.88,Stable
2019-02-12,Cabbage,Maha,145.84,109.38,82.28,Stable
2019-02-13,Cabbage,Maha,172.71,129.53,69.48,High
2019-02-14,Cabbage,Maha,155.04,116.28,77.4,Stable
2019-02-15,Cabbage,Maha,156.86,117.65,76.5,Stable
2019-02-16,Cabbage,Maha,158.5,118.88,75.71,Stable
2019-02-17,Cabbage,Maha,173.26,129.94,69.26,High
2019-02-18,Cabbage,Maha,172.66,129.5,69.5,High
2019-02-19,Cabbage,Maha,157.44,118.08,76.22,Stable
2019-02-20,Cabbage,Maha,147.66,110.74,81.27,Stable
2019-02-21,Cabbage,Maha,146.65,109.99,81.83,Stable
2019-02-22,Cabbage,Maha,162.01,121.51,74.07,Stable
2019-02-23,Cabbage,Maha,164.61,123.46,72.9,Stable
2019-02-24,Cabbage,Maha,164.02,123.02,73.16,Stable
2019-02-25,Cabbage,Maha,149.12,111.84,80.47,Stable
2019-02-26,Cabbage,Maha,148.99,111.74,80.54,Stable
2019-02-27,Cabbage,Maha,148.96,111.72,80.56,Stable
2019-02-28,Cabbage,Maha,152.54,114.4,78.67,Stable
2019-03-01,Cabbage,Maha,147.98,110.98,81.09,Stable
2019-03-02,Cabbage,Maha,155.24,116.43,77.3,Stable
2019-03-03,Cabbage,Maha,167.46,125.6,71.66,Stable
2019-03-04,Cabbage,Maha,147.73,110.8,81.23,Stable
2019-03-05,Cabbage,Maha,149.57,112.18,80.23,Stable
2019-03-06,Cabbage,Maha,176.86,132.65,67.85,High
2019-03-07,Cabbage,Maha,155.6,116.7,77.12,Stable
2019-03-08,Cabbage,Maha,149.55,112.16,80.24,Stable
2019-03-09,Cabbage,Maha,162.03,121.52,74.06,Stable
2019-03-10,Cabbage,Maha,146.65,109.99,81.83,Stable
2019-03-11,Cabbage,Maha,156.51,117.38,76.67,Stable
2019-03-12,Cabbage,Maha,155.99,116.99,76.93,Stable
2019-03-13,Cabbage,Maha,174.34,130.76,68.83,High
2019-03-14,Cabbage,Maha,159.15,119.36,75.4,Stable
2019-03-15,Cabbage,Maha,167.5,125.62,71.64,Stable
2019-03-16,Cabbage,Maha,164.47,123.35,72.96,Stable
2019-03-17,Cabbage,Maha,166.81,125.11,71.94,Stable
2019-03-18,Cabbage,Maha,162.4,121.8,73.89,Stable
2019-03-19,Cabbage,Maha,171.36,128.52,70.03,High
2019-03-20,Cabbage,Maha,165.06,123.8,72.7,Stable
2019-03-21,Cabbage,Maha,156.37,117.28,76.74,Stable
2019-03-22,Cabbage,Maha,156.94,117.7,76.46,Stable
2019-03-23,Cabbage,Maha,151.63,113.72,79.14,Stable
2019-03-24,Cabbage,Maha,152.52,114.39,78.68,Stable
2019-03-25,Cabbage,Maha,154.08,115.56,77.88,Stable
2019-03-26,Cabbage,Maha,149.79,112.34,80.11,Stable
2019-03-27,Cabbage,Maha,168.9,126.68,71.05,High
2019-03-28,Cabbage,Maha,166.02,124.52,72.28,Stable
2019-03-29,Cabbage,Maha,153.65,115.24,78.1,Stable
2019-03-30,Cabbage,Maha,171.11,128.33,70.13,High
2019-03-31,Cabbage,Maha,161.7,121.28,74.21,Stable
2019-04-01,Cabbage,Off-season,34.49,25.87,115.98,Low
2019-04-02,Cabbage,Off-season,33.66,25.24,118.85,Low
2019-04-03,Cabbage,Off-season,34.53,25.9,115.84,Low
2019-04-04,Cabbage,Off-season,32.49,24.37,123.12,Low
2019-04-05,Cabbage,Off-season,35.89,26.92,111.44,Low
2019-04-06,Cabbage,Off-season,36.31,27.23,110.15,Low
2019-04-07,Cabbage,Off-season,36.87,27.65,108.49,Low
2019-04-08,Cabbage,Off-season,34.02,25.52,117.57,Low
2019-04-09,Cabbage,Off-season,37.91,28.43,105.5,Low
2019-04-10,Cabbage,Off-season,35.05,26.29,114.13,Low
2019-04-11,Cabbage,Off-season,37.71,28.28,106.06,Low
2019-04-12,Cabbage,Off-season,35.82,26.86,111.66,Low
2019-04-13,Cabbage,Off-season,38.97,29.23,102.65,Low
2019-04-14,Cabbage,Off-season,34.04,25.53,117.51,Low
2019-04-15,Cabbage,Off-season,34.2,25.65,116.95,Low
2019-04-16,Cabbage,Off-season,32.46,24.34,123.21,Low
2019-04-17,Cabbage,Off-season,38.31,28.73,104.41,Low
2019-04-18,Cabbage,Off-season,36.98,27.74,108.17,Low
2019-04-19,Cabbage,Off-season,39.4,29.55,101.53,Low
2019-04-20,Cabbage,Off-season,38.48,28.86,103.96,Low
2019-04-21,Cabbage,Off-season,33.12,24.84,120.77,Low
2019-04-22,Cabbage,Off-season,32.59,24.44,122.73,Low
2019-04-23,Cabbage,Off-season,38.64,28.98,103.52,Low
2019-04-24,Cabbage,Off-season,37.67,28.25,106.18,Low
2019-04-25,Cabbage,Off-season,36.35,27.26,110.03,Low
2019-04-26,Cabbage,Off-season,38.02,28.52,105.22,Low
2019-04-27,Cabbage,Off-season,37.74,28.3,105.98,Low
2019-04-28,Cabbage,Off-season,33.2,24.9,120.5,Low
2019-04-29,Cabbage,Off-season,36.44,27.33,109.78,Low
2019-04-30,Cabbage,Off-season,36.94,27.7,108.29,Low
2019-05-01,Cabbage,Yala,98.23,73.67,81.44,Stable
2019-05-02,Cabbage,Yala,116.04,87.03,68.94,Stable
2019-05-03,Cabbage,Yala,110.68,83.01,72.28,Stable
2019-05-04,Cabbage,Yala,109.01,81.76,73.39,Stable
2019-05-05,Cabbage,Yala,110.99,83.24,72.08,Stable
2019-05-06,Cabbage,Yala,107.57,80.68,74.37,Stable
2019-05-07,Cabbage,Yala,98.84,74.13,80.94,Stable
2019-05-08,Cabbage,Yala,117.13,87.85,68.3,Stable
2019-05-09,Cabbage,Yala,110.77,83.08,72.22,Stable
2019-05-10,Cabbage,Yala,110.96,83.22,72.1,Stable
2019-05-11,Cabbage,Yala,110.42,82.82,72.45,Stable
2019-05-12,Cabbage,Yala,100.24,75.18,79.81,Stable
2019-05-13,Cabbage,Yala,107.44,80.58,74.46,Stable
2019-05-14,Cabbage,Yala,113.6,85.2,70.42,Stable
2019-05-15,Cabbage,Yala,111.54,83.66,71.72,Stable
2019-05-16,Cabbage,Yala,116.4,87.3,68.73,Stable
2019-05-17,Cabbage,Yala,114.98,86.24,69.58,Stable
2019-05-18,Cabbage,Yala,100.2,75.15,79.84,Stable
2019-05-19,Cabbage,Yala,110.42,82.82,72.45,Stable
2019-05-20,Cabbage,Yala,118.36,88.77,67.59,Stable
2019-05-21,Cabbage,Yala,115.76,86.82,69.11,Stable
2019-05-22,Cabbage,Yala,106.31,79.73,75.25,Stable
2019-05-23,Cabbage,Yala,108.08,81.06,74.02,Stable
2019-05-24,Cabbage,Yala,104.41,78.31,76.62,Stable
2019-05-25,Cabbage,Yala,101.06,75.8,79.16,Stable
2019-05-26,Cabbage,Yala,111.23,83.42,71.92,Stable
2019-05-27,Cabbage,Yala,104.4,78.3,76.63,Stable
2019-05-28,Cabbage,Yala,109.32,81.99,73.18,Stable
2019-05-29,Cabbage,Yala,116.69,87.52,68.56,Stable
2019-05-30,Cabbage,Yala,97.85,73.39,81.76,Stable
2019-05-31,Cabbage,Yala,110.27,82.7,72.55,Stable
2019-06-01,Cabbage,Yala,107.82,80.86,74.2,Stable
2019-06-02,Cabbage,Yala,112.93,84.7,70.84,Stable
2019-06-03,Cabbage,Yala,100.52,75.39,79.59,Stable
2019-06-04,Cabbage,Yala,108.39,81.29,73.81,Stable
2019-06-05,Cabbage,Yala,115.84,86.88,69.06,Stable
2019-06-06,Cabbage,Yala,109.72,82.29,72.91,Stable
2019-06-07,Cabbage,Yala,107.74,80.8,74.25,Stable
2019-06-08,Cabbage,Yala,106.06,79.54,75.43,Stable
2019-06-09,Cabbage,Yala,97.58,73.18,81.98,Stable
2019-06-10,Cabbage,Yala,109.65,82.24,72.96,Stable
2019-06-11,Cabbage,Yala,102.3,76.72,78.2,Stable
2019-06-12,Cabbage,Yala,107.8,80.85,74.21,Stable
2019-06-13,Cabbage,Yala,103.2,77.4,77.52,Stable
2019-06-14,Cabbage,Yala,111.72,83.79,71.61,Stable
2019-06-15,Cabbage,Yala,110.13,82.6,72.64,Stable
2019-06-16,Cabbage,Yala,105.54,79.16,75.8,Stable
2019-06-17,Cabbage,Yala,98.88,74.16,80.91,Stable
2019-06-18,Cabbage,Yala,104.89,78.67,76.27,Stable
2019-06-19,Cabbage,Yala,104.25,78.19,76.74,Stable
2019-06-20,Cabbage,Yala,102.03,76.52,78.41,Stable
2019-06-21,Cabbage,Yala,110.45,82.84,72.43,Stable
2019-06-22,Cabbage,Yala,97.58,73.18,81.98,Stable
2019-06-23,Cabbage,Yala,100.78,75.59,79.38,Stable
2019-06-24,Cabbage,Yala,99.54,74.66,80.37,Stable
2019-06-25,Cabbage,Yala,111.53,83.65,71.73,Stable
2019-06-26,Cabbage,Yala,102.01,76.51,78.42,Stable
2019-06-27,Cabbage,Yala,108.7,81.53,73.6,Stable
2019-06-28,Cabbage,Yala,114.6,85.95,69.81,Stable
2019-06-29,Cabbage,Yala,111.78,83.84,71.57,Stable
2019-06-30,Cabbage,Yala,109.17,81.88,73.28,Stable
2019-07-01,Cabbage,Yala,118.01,88.51,67.79,Stable
2019-07-02,Cabbage,Yala,106.48,79.86,75.13,Stable
2019-07-03,Cabbage,Yala,112.04,84.03,71.4,Stable
2019-07-04,Cabbage,Yala,105.04,78.78,76.16,Stable
2019-07-05,Cabbage,Yala,114.35,85.76,69.96,Stable
2019-07-06,Cabbage,Yala,105.3,78.97,75.97,Stable
2019-07-07,Cabbage,Yala,106.75,80.06,74.94,Stable
2019-07-08,Cabbage,Yala,109.74,82.3,72.9,Stable
2019-07-09,Cabbage,Yala,110.99,83.24,72.08,Stable
2019-07-10,Cabbage,Yala,97.57,73.18,81.99,Stable
2019-07-11,Cabbage,Yala,107.64,80.73,74.32,Stable
2019-07-12,Cabbage,Yala,103.59,77.69,77.23,Stable
2019-07-13,Cabbage,Yala,105.21,78.91,76.04,Stable
2019-07-14,Cabbage,Yala,100.55,75.41,79.56,Stable
2019-07-15,Cabbage,Yala,110.93,83.2,72.12,Stable
2019-07-16,Cabbage,Yala,100.1,75.07,79.92,Stable
2019-07-17,Cabbage,Yala,103.05,77.29,77.63,Stable
2019-07-18,Cabbage,Yala,108.65,81.49,73.63,Stable
2019-07-19,Cabbage,Yala,104.71,78.53,76.4,Stable
2019-07-20,Cabbage,Yala,103.19,77.39,77.53,Stable
2019-07-21,Cabbage,Yala,104.32,78.24,76.69,Stable
2019-07-22,Cabbage,Yala,109.51,82.13,73.05,Stable
2019-07-23,Cabbage,Yala,115.59,86.69,69.21,Stable
2019-07-24,Cabbage,Yala,106.85,80.14,74.87,Stable
2019-07-25,Cabbage,Yala,99.02,74.26,80.79,Stable
2019-07-26,Cabbage,Yala,99.43,74.57,80.46,Stable
2019-07-27,Cabbage,Yala,100.28,75.21,79.78,Stable
2019-07-28,Cabbage,Yala,107.98,80.98,74.09,Stable
2019-07-29,Cabbage,Yala,108.59,81.44,73.67,Stable
2019-07-30,Cabbage,Yala,107.77,80.83,74.23,Stable
2019-07-31,Cabbage,Yala,106.6,79.95,75.05,Stable
2019-08-01,Cabbage,Yala,102.37,76.78,78.15,Stable
2019-08-02,Cabbage,Yala,103.09,77.32,77.6,Stable
2019-08-03,Cabbage,Yala,99.24,74.43,80.61,Stable
2019-08-04,Cabbage,Yala,104.14,78.1,76.82,Stable
2019-08-05,Cabbage,Yala,102.96,77.22,77.7,Stable
2019-08-06,Cabbage,Yala,108.11,81.08,74.0,Stable
2019-08-07,Cabbage,Yala,107.9,80.93,74.14,Stable
2019-08-08,Cabbage,Yala,102.05,76.54,78.39,Stable
2019-08-09,Cabbage,Yala,104.36,78.27,76.66,Stable
2019-08-10,Cabbage,Yala,107.89,80.92,74.15,Stable
2019-08-11,Cabbage,Yala,104.37,78.28,76.65,Stable
2019-08-12,Cabbage,Yala,110.38,82.78,72.48,Stable
2019-08-13,Cabbage,Yala,115.14,86.36,69.48,Stable
2019-08-14,Cabbage,Yala,97.88,73.41,81.73,Stable
2019-08-15,Cabbage,Yala,115.44,86.58,69.3,Stable
2019-08-16,Cabbage,Yala,113.81,85.36,70.29,Stable
2019-08-17,Cabbage,Yala,101.79,76.34,78.59,Stable
2019-08-18,Cabbage,Yala,103.36,77.52,77.4,Stable
2019-08-19,Cabbage,Yala,106.24,79.68,75.3,Stable
2019-08-20,Cabbage,Yala,104.73,78.55,76.39,Stable
2019-08-21,Cabbage,Yala,106.75,80.06,74.94,Stable
2019-08-22,Cabbage,Yala,116.94,87.7,68.41,Stable
2019-08-23,Cabbage,Yala,104.0,78.0,76.92,Stable
2019-08-24,Cabbage,Yala,113.77,85.33,70.32,Stable
2019-08-25,Cabbage,Yala,105.95,79.46,75.51,Stable
2019-08-26,Cabbage,Yala,108.87,81.65,73.48,Stable
2019-08-27,Cabbage,Yala,100.46,75.34,79.63,Stable
2019-08-28,Cabbage,Yala,100.18,75.14,79.86,Stable
2019-08-29,Cabbage,Yala,104.21,78.16,76.77,Stable
2019-08-30,Cabbage,Yala,100.3,75.22,79.76,Stable
2019-08-31,Cabbage,Yala,110.18,82.64,72.61,Stable
2019-09-01,Cabbage,Off-season,33.55,25.16,119.21,Low
2019-09-02,Cabbage,Off-season,33.4,25.05,119.76,Low
2019-09-03,Cabbage,Off-season,35.47,26.6,112.78,Low
2019-09-04,Cabbage,Off-season,33.87,25.4,118.09,Low
2019-09-05,Cabbage,Off-season,36.98,27.74,108.18,Low
2019-09-06,Cabbage,Off-season,36.74,27.56,108.88,Low
2019-09-07,Cabbage,Off-season,34.87,26.15,114.72,Low
2019-09-08,Cabbage,Off-season,34.55,25.91,115.76,Low
2019-09-09,Cabbage,Off-season,37.15,27.86,107.67,Low
2019-09-10,Cabbage,Off-season,32.79,24.59,122.0,Low
2019-09-11,Cabbage,Off-season,34.39,25.79,116.31,Low
2019-09-12,Cabbage,Off-season,35.31,26.48,113.27,Low
2019-09-13,Cabbage,Off-season,33.88,25.41,118.06,Low
2019-09-14,Cabbage,Off-season,33.72,25.29,118.61,Low
2019-09-15,Cabbage,Off-season,36.25,27.19,110.34,Low
2019-09-16,Cabbage,Off-season,36.62,27.46,109.24,Low
2019-09-17,Cabbage,Off-season,37.86,28.4,105.64,Low
2019-09-18,Cabbage,Off-season,35.54,26.66,112.56,Low
2019-09-19,Cabbage,Off-season,35.25,26.44,113.49,Low
2019-09-20,Cabbage,Off-season,39.43,29.57,101.45,Low
2019-09-21,Cabbage,Off-season,38.35,28.76,104.29,Low
2019-09-22,Cabbage,Off-season,39.2,29.4,102.03,Low
2019-09-23,Cabbage,Off-season,36.44,27.33,109.77,Low
2019-09-24,Cabbage,Off-season,33.54,25.16,119.26,Low
2019-09-25,Cabbage,Off-season,37.17,27.88,107.6,Low
2019-09-26,Cabbage,Off-season,39.2,29.4,102.03,Low
2019-09-27,Cabbage,Off-season,36.75,27.56,108.84,Low
2019-09-28,Cabbage,Off-season,38.15,28.61,104.86,Low
2019-09-29,Cabbage,Off-season,33.08,24.81,120.92,Low
2019-09-30,Cabbage,Off-season,37.79,28.34,105.84,Low
2019-10-01,Cabbage,Maha,171.99,128.99,69.77,High
2019-10-02,Cabbage,Maha,172.02,129.02,69.76,High
2019-10-03,Cabbage,Maha,169.66,127.24,70.73,High
2019-10-04,Cabbage,Maha,155.16,116.37,77.34,Stable
2019-10-05,Cabbage,Maha,157.03,117.77,76.42,Stable
2019-10-06,Cabbage,Maha,172.19,129.14,69.69,High
